KEY	VALUE	COMMENTS
__id	en
convo.canada-transport-repeat-thawed	Yapabilirdik ama teknemizi ve ekipmanımızı nehrin Amerikan tarafında bırakmak zorunda kaldık. Bu masrafları bizim için karşılayın ve kesinlikle daha fazla düzenleme yapabiliriz.
convo.canada-transport-repeat-yes	Sadece bana ne kadar olduğunu söyle, ben de buradan alacağım.
	;; gambling conversation stuff -- debtors and management and all... that... jaaazzz.
convo.gambling.needs-money	Hey patron, uğramana sevindim. Oyunları yürütmek için daha fazla paraya ihtiyacımız vardı, birkaç büyük ödemeyi bir araya getirmemiz gerekiyordu. Bize çalışmamız için biraz daha nakit verebilir misin?
convo.gambling.excess	Müdür! Seni görmek güzel. Merak ediyorsan, işler çok iyi gidiyor. Size nasıl yardım edebilirim?
convo.gambling.debtors	İyi ki geldin patron. Konuşman gereken biri var - büyük bir sekmeye giren sıradan bir kişi var, bu yüzden onları kesmek zorunda kaldım. Bu konuda ne yapmak istediğinden emin değil misin?
convo.gambling.basic	Hey patron, senin için ne yapabilirim?
convo.gambling.heal-ok-button	Oldukça gerginim. İyileşmek için bir süre burada takılacağım.
convo.gambling.collect.human	Elinizde ne kadar nakit var? Bazı ayarlamalar yapmak istiyorum.
convo.gambling.collect.npc	Kulağa iyi geliyor. Tüm oyunlarımızı çalıştırmaya devam etmemi istiyorsanız, elimizde en az {operation} olması gerektiğini unutmayın.
convo.gambling.collect.human-epilogue.to-building	Sana başka bir {delta} bıraktım. Bu, işleri yürütmeye yardımcı olmalı.
convo.gambling.collect.human-epilogue.to-vehicle	Başka yerlerdeki operasyonlarımızı finanse etmek için {delta} çıkardım. Geri kalanıyla yapabileceğinizi yapın.
convo.gambling.collect.npc-epilogue	İş üstündeyim.
convo.gambling.ban-gambler.human-start	Son zamanlarda birkaç oyuncunun biraz fazla şanslı olduğunu duydum. Bu konuda bir şey yapabileceğini düşünüyor musun?
convo.gambling.ban-gambler.npc-start	Sadece bana bir isim ver, şanslarının tükendiğinden emin olayım.
convo.gambling.ban-gambler.npc-confirm	{name}? Artık buralarda görülmemelerini sağlayacağım.
convo.gambling.ban-gambler.human-confirm	Bunu gerçekleştir. \n<indent=15><i>({name}'yi çıkarın.)</i></indent>
convo.gambling.ban-gambler.human-choose	{name}'e ne dersin? Geçen hafta üzerimizde {lastTurn} yaptılar ve görünüşe göre {total} üzerinde oturuyorlar.
convo.gambling.ban-gambler.human-choose.rake	Görünüşe göre {name} diğer insanları kurumumuzdan uzaklaştırıyor. Buna sahip olamayız, değil mi?
convo.gambling.nothing-button	Görüşürüz.
convo.gambling.back-button	Fikrimi değiştirdim.
convo.gambling.debtor.nevermind	Seni kontrol etmek istedim ama halletmem gereken başka işler var.
convo.gambling.debtor.repayment-not-ripe	Sadece seni kontrol etmeye geldim. İstediğim şeyi almak için {date} tarihinde döneceğim.
	;; size and vertical descriptions. NOTE: keys correspond to tag names! be careful changing
convo.select.intro.header	Kişi seçin
convo.select.intro.card	{name}\n<size=75%>{emp}</size>
convo.select.goon.header	Kişi seçin
convo.select.boost.header	Kişi seçin
convo.select.gambling.header	Binayı seç
convo.select.gambling.card	{name}\n<size=75%>{population}
convo.select.boost.result	Şu kişilerle iyileştirilmiş ilişki: {name}\nBu zorlu şehirde arkadaşların olması asla zarar vermez.
convo.select.intro.result	Yeni bağlantı: {name}\nUmarım bu tanıtım gelecekte faydalı olacaktır.
building-takeover.tag-size-small	{build-biz-segment}'e sığabilecek küçük bir bina.
building-takeover.tag-size-medium	{build-biz-segment} alanı olan orta boy bir bina.
building-takeover.tag-size-large	{build-biz-segment} için bolca alana sahip büyük bir bina.
building-biz-segment.booze	bir tür içki operasyonu
building-biz-segment.cars	bir tür araba operasyonu
building-biz-segment.gambling	bir çeşit bahisçi operasyonu
building-biz-segment.booze.cars	bir çeşit içki veya araba operasyonu
building-biz-segment.cars.gambling	bir tür kumar veya araba operasyonu
building-biz-segment.booze.gambling	bir tür içki ya da bahis operasyonu
building-biz-segment.booze.cars.gambling	her türlü operasyon: içki, bahisçiler, arabalar, adını siz koyun
	;; residential events
resevents.dinner-party.icon	<sprite name="ui peep">
resevents.dinner-party.name	Yemek partileri
resevents.dinner-party.desc	{name} tarafından barındırılıyor. Çok çeşitli konukları çekin.
resevents.dinner-party.npc-intro.m	Seni {name} ile tanıştırmalıyım. Çok güzel yemekli partiler verir. Çok sarhoş. İlginç fırsatlara sahip dost canlısı insanlarla tanışmanın harika bir yolu.
resevents.dinner-party.npc-intro.f	Seni {name} ile tanıştırmalıyım. Akşam yemeği partileri olağanüstü. Ve eklektik de - kiminle tanışabileceğinizi ve sizin için neleri olabileceğini asla bilemezsiniz.
resevents.dinner-party.tickerinfo	{name} yakında başka bir akşam yemeği partisine ev sahipliği yapacak.
resevents.dinner-party.tickerstart	{name} tarafından düzenlenen akşam yemeği partisi başlamak üzere.
resevents.dinner-party.intro-you	Akşam yemeği partileriniz kasabanın konuşmasıdır. Bir ara katılmayı çok isterim.
resevents.dinner-party.later-npc	Memnuniyetle. Yakında bir tanesine ev sahipliği yapacağım: {date}. İlgilenir misiniz?
resevents.dinner-party.later-you	İsterdim. Ne getirebilirim?
resevents.dinner-party.later-npc2	Doğru çapta bir misafirin katıldığından emin olmak için herkesten benim seçtiğim bir hayır kurumuna önemli bir katkıda bulunmalarını istiyorum. Kendinizi hayırsever olarak gösterirseniz, hemen uyum sağlayacağınızı biliyorum.\n<indent=15><i>(Şu anda parti hazırlığı için {price} harcamanız ve belirtilen tarihte geri gelmeniz gerekecek. )</i></indent>
resevents.dinner-party.later-you2	Memnuniyetle. Görüşürüz!\n<indent=15><i>({price} ödeyin ve iadeyi taahhüt edin.)</i></indent>
resevents.dinner-party.later-npc3	Unutmayın: {date}. Görüşürüz o zaman.
resevents.dinner-party.later-cancel	Maalesef bu sefer yapamam.
resevents.dinner-party.skipped-npc	Hmm, bir süreliğine olmayacak. Ama birkaç hafta sonra tekrar sor.
resevents.dinner-party.denied-npc	Partilerimde hoş karşılanmıyorsun.
resevents.dinner-party.waiting-you	Sadece akşam yemeği partisi olduğunda bir hatırlatma mı istediniz?
resevents.dinner-party.waiting-npc	{date} için takviminizi işaretleyin. Orada görüşmek dileğiyle.
resevents.dinner-party.active-you	Anladığım kadarıyla akşam yemeği partisi bu akşam oluyor?
resevents.dinner-party.active-npc2	Evet ve tam zamanında geldin. İçeri gel! Herkese merhaba de.
resevents.dinner-party.active-you2	Teşekkürler!\n<indent=15><i>(Partiye katılın.)</i></indent>
resevents.dinner-party.active-npc3	<i>İlginç insanlarla harika bir akşam geçiriyorsunuz. Herkes ayrılmadan önce {name} şunu sorar:</i>\n{eventresult}
resevents.poker-night.icon	<sprite name="ui peep">
resevents.poker-night.name	Poker Gecesi
resevents.poker-night.desc	{name} tarafından barındırılıyor. Bazı yüksek rollerle tanışmak için bir fırsat.
resevents.poker-night.npc-intro.m	Seni {name} ile tanıştırabilirim. Buradan çok uzak olmayan düzenli poker gecelerine ev sahipliği yapıyor. İnsanların birkaç el kartıyla her türlü ilginç anlaşmaya girebileceğini duydum.
resevents.poker-night.npc-intro.f	Seni {name} ile tanıştırabilirim. Onun kart oyunu akşamları tamamen sağlıklı, ama onların sadece bir bahane olduğunu duydum. Ne için, bilmiyorum.
resevents.poker-night.tickerinfo	{name} bir poker gecesiyle ilgilenen kişileri arıyor.
resevents.poker-night.tickerstart	{name} tarafından düzenlenen poker gecesi başlamak üzere.
resevents.poker-night.intro-you	Yeriniz varsa, birkaç el poker oynamayı çok isterim.
resevents.poker-night.later-npc	Evet, çok yakında küçük bir toplantımız olacak: {date}. Yüksek bahisli kalabalık. İlgilenir misiniz?
resevents.poker-night.later-you	İsterdim. Nasıl bir satın alma işleminden bahsediyoruz?
resevents.poker-night.later-npc2	Masa bahisleri {price}. İade yapılmaz. Ucuz değil ama topladığım insanlar ciddi. \n<indent=15><i>(Satın almak için hemen {price} harcamanız ve belirtilen tarihte geri gelmeniz gerekecek.)</i></indent>
resevents.poker-night.later-you2	İşte burada, beni hesaba katın.\n<indent=15><i>({price} ödeyin ve geri dönmeyi taahhüt edin.)</i></indent>
resevents.poker-night.later-npc3	Harika. Sonra görüşürüz.
resevents.poker-night.later-cancel	Bunun üzerinde düşüneceğim.
resevents.poker-night.skipped-npc	Evet, sağlam bir grup oluşturmaya çalışıyorum. Birkaç hafta sonra tekrar sor.
resevents.poker-night.denied-npc	Sizin gibiler masamda hoş karşılanmıyor.
resevents.poker-night.waiting-you	Oyun gecesi ne zaman tekrar?
resevents.poker-night.waiting-npc	{date} tarihinde burada buluşuyoruz. kaçırmayın!
resevents.poker-night.active-you	Oyun için buradayım.
resevents.poker-night.active-npc2	Tam zamanında geldin. İçeri gel! Herkese merhaba de.
resevents.poker-night.active-you2	Merhaba!\n<indent=15><i>(Oyuna katılın.)</i></indent>
resevents.poker-night.active-npc3	<i>Önemli oyuncular arasında heyecan verici bir akşam geçiriyorsunuz. Herkes geceye dağılmadan önce {name} sorar:</i>\n{eventresult}
resevents.working-lunch.icon	<sprite name="ui peep">
resevents.working-lunch.name	Öğle Yemeği Kulübü
resevents.working-lunch.desc	{name} tarafından barındırılıyor. Davetli konuklar alışveriş yapmak ve iş bilgilerini paylaşmak için gelirler.
resevents.working-lunch.npc-intro.m	Sizi {name} ile tanıştırayım. Ara sıra mahalle iş adamlarını bir iş yemeğinden sonra alışveriş yapmak için bir araya getiriyor. Daha çok, um, eğitici olduklarını duydum.
resevents.working-lunch.npc-intro.f	Sizi {name} ile tanıştırayım. Ara sıra bu fantastik öğle yemeğine ev sahipliği yapıyor. Alışveriş konuşmak ve iş fikirlerini paylaşmak için bir yer.
resevents.bourbon-smuggling.tickerinfo	{name} yakında içki fabrikalarıyla bağlantısı olan bazı ziyaretçileri ağırlayacak.
resevents.bourbon-smuggling.tickerstart	{name} tarafından düzenlenen bir toplantı bugün. Burbonla ilgili bazı bağlantılar almak için gidin.
resevents.bourbon-smuggling.intro-you	Kentucky'deki burbon rezervlerine ulaşabilecek bazı kişilerle bağlantıların olduğunu duydum.
resevents.bourbon-smuggling.later-npc	gerçekten yaparım. {date} tarihinde uğramaları gerekiyor. O zaman bırakmak ister misin?
resevents.bourbon-smuggling.later-you	Ben sadece olabilir.
resevents.bourbon-smuggling.later-npc2	Ciddi olduğunuzu göstermek için önceden bir miktar nakit paraya ihtiyacınız olacak.\n<indent=15><i>(Misafir listesindeki yerinizi garanti altına almak için hemen {price} harcamanız ve belirtilen fiyattan geri dönmeniz gerekecek. tarih.)</i></indent>
resevents.bourbon-smuggling.later-you2	Kazançlı görünüyor.\n<indent=15><i>({price} ödeyin ve geri dönmeyi taahhüt edin.)</i></indent>
resevents.bourbon-smuggling.later-npc3	Unutmayın: {date}. Görüşürüz o zaman.
resevents.bourbon-smuggling.later-cancel	Maalesef bu sefer yapamam.
resevents.bourbon-smuggling.skipped-npc	Bu çapta bir konukla etkinlikler her gün gerçekleşemez. Birkaç hafta sonra bana sor, görelim.
resevents.bourbon-smuggling.denied-npc	Senin gibi birini Kentucky'den gelen o güzel insanlarla asla tanıştırmazdım.
resevents.bourbon-smuggling.waiting-you	Senin buluşma şeyin ne zaman? Takım elbisemin temiz olduğundan emin olmalıyım.
resevents.bourbon-smuggling.waiting-npc	En iyi takım elbisen yapsan iyi olur. {date}.
resevents.bourbon-smuggling.active-you	İyi günler. Burbon malzemeleriyle ilgili sohbeti duydum.
resevents.bourbon-smuggling.active-npc2	Tam zamanında. Herkes burada.
resevents.bourbon-smuggling.active-you2	İşe başlayalım!\n<indent=15><i>Gerçeklerle yüzleşelim.</i></indent>
resevents.bourbon-smuggling.active-npc3	<i>Bu öğleden sonra gerçekten eğitici bir deneyimdi. Herkes gün ışığına çıkmadan önce {name} sorar:</i>\n{eventresult}
resevents.bourbon-kentucky.intro-you	Kentukcy'de biraz burbon almak için seçenekler olduğunu duydum. Gizli burbon hakkında bilgisi olan birini tanıyor musunuz?
resevents.bourbon-kentucky.later-npc	gerçekten yaparım. {date} tarihinde uğramaları gerekiyor. O zaman bırakmak ister misin?
resevents.bourbon-kentucky.later-you	Ben sadece olabilir.
resevents.bourbon-kentucky.later-npc2	İyi şeyler için depozito olarak rezerve etmek için biraz paraya ihtiyacınız olacak.\n<indent=15><i>(Misafir listesindeki yerinizi garantilemek için hemen {price} harcamanız gerekecek ve tekrar geri gelin. belirtilen tarih.)</i></indent>
resevents.bourbon-kentucky.later-you2	Depozito ayırabilirim elbette.\n<indent=15><i>({price} ödeyin ve iadeyi taahhüt edin.)</i></indent>
resevents.bourbon-kentucky.later-npc3	Unutmayın: {date}. Görüşürüz o zaman.
resevents.bourbon-kentucky.later-cancel	Maalesef bu sefer yapamam.
resevents.bourbon-kentucky.skipped-npc	Bu malzemeler - özellikle bu kalitede - çok sık bulunmaz. Birkaç hafta sonra bana sor, görelim.
resevents.bourbon-kentucky.denied-npc	Senin gibi birini Kentucky'den gelen o güzel insanlarla asla tanıştırmazdım.
resevents.bourbon-kentucky.waiting-you	Burbonlu arkadaşlarımız ne zaman gelecek? Depo alanım olduğundan emin olmalıyım.
resevents.bourbon-kentucky.waiting-npc	Alanınızın güvenli ve hazır olduğundan emin olun. {date}.
resevents.bourbon-kentucky.active-you	İyi günler. Gizli Kentucky burbonuyla ilgili sohbeti duydum.
resevents.bourbon-kentucky.active-npc2	Tam zamanında. Herkes burada.
resevents.bourbon-kentucky.active-you2	İşe başlayalım!\n<indent=15><i>Gerçeklerle yüzleşelim.</i></indent>
resevents.bourbon-kentucky.active-npc3	<i>Bu öğleden sonra gerçekten eğitici bir deneyimdi. Herkes gün ışığına çıkmadan önce {name} sorar:</i>\n{eventresult}
resevents.bourbon-smuggling.icon	<sprite name="res bourbon">
resevents.bourbon-smuggling.name	Nehir Kenarı Fırsatları
resevents.bourbon-smuggling.desc	{name} nehir kenarındaki geliş gidişleri bilir ve sık sık fırsatlarla karşılaşan insanları duyar.
resevents.bourbon-smuggling.npc-intro.m	{name}'nin Kentucky'den Ohio Nehri boyunca bir şeyler taşıyan bir ailesi var. Onunla doğru anlaşmaları yaparsanız, yasal kargo ile yüzdürmek için oldukça ilginç ve kazançlı şeyler ayarlayabilir. Yeni bir arkadaş edinmekle ilgileniyor musunuz?
resevents.bourbon-smuggling.npc-intro.f	{name}'nin Kentucky'den Ohio Nehri boyunca bir şeyler taşıyan bir ailesi var. Onunla doğru anlaşmaları yaparsanız, yasal kargo ile yüzdürmek için oldukça ilginç ve kazançlı şeyler ayarlayabilir. Yeni bir arkadaş edinmekle ilgileniyor musunuz?
resevents.bourbon-kentucky.icon	<sprite name="res bourbon">
resevents.bourbon-kentucky.name	Kentucky'ye hoş geldiniz
resevents.bourbon-kentucky.desc	Artık Ohio'da değilsin. Burada işler farklı yürüyor ve kartlarınızı doğru oynarsanız {name} bazı karlı yeni ilişkileri kolaylaştırabilir.
resevents.bourbon-kentucky.npc-intro.m	Bu cehennemi yasa yürürlüğe girmeden önce, biz Kentucky'de haklı olarak kaliteli, zarif mısır viskimizle ünlüydük. Biz çok yaptık. Ve eğer doğru insanları tanıyorsan, biz hala öyleyiz. {name} ile tanışmaya ne dersiniz? {name} biraz mısır viskisi bulmana yardım edebilir. {name}'nin çoğunun nereye saklandığını bildiğini duydum.
resevents.bourbon-kentucky.npc-intro.f	Bu cehennemi yasa yürürlüğe girmeden önce, biz Kentucky'de haklı olarak kaliteli, zarif mısır viskimizle ünlüydük. Biz çok yaptık. Ve eğer doğru insanları tanıyorsan, biz hala öyleyiz. {name} ile tanışmaya ne dersiniz? {name} biraz mısır viskisi bulmana yardım edebilir. {name}'nin çoğunun nereye saklandığını bildiğini duydum.
resevents.working-lunch.tickerinfo	{name} bu faydalı öğle yemeklerinden birini daha planlıyor.
resevents.working-lunch.tickerstart	{name} tarafından düzenlenen bir öğle yemeği bugün. Temiz bir gömlek giyin.
resevents.working-lunch.intro-you	Öğle yemeklerinin mahalledeki işleri geliştirmek için birçok ilginç fikir üretebileceğini duydum. Yedek sandalyeniz varsa katılmayı çok isterim.
resevents.working-lunch.later-npc	Mütevazı toplantımıza çok hoş geldiniz. Bir sonraki tarihimiz için tarihi belirledik: {date}. Seni misafir listesine ekleyeyim mi?
resevents.working-lunch.later-you	Evet - lütfen adımı yazın. Yerimi tutmak için neye ihtiyacın var?
resevents.working-lunch.later-npc2	Bunları yeni ve yeni yiyeceklerden ve içilebilir içeceklerden örnekler alarak taze tutarım. Bizim için bir aşçı aşçımız var. Bu pahalıdır, ancak yalnızca karşılayabilenleri masada tutar.\n<indent=15><i>(Misafir listesinde yerinizi almak ve geri gelmek için hemen {price} harcamanız gerekecek. belirtilen tarihte.)</i></indent>
resevents.working-lunch.later-you2	Görünüşe göre misafirleriniz soğanlarını biliyor. Ben varım.\n<indent=15><i>({price} ödeyin ve geri dönmeyi taahhüt edin.)</i></indent>
resevents.working-lunch.later-npc3	Unutmayın: {date}. Görüşürüz o zaman.
resevents.working-lunch.later-cancel	Maalesef bu sefer yapamam.
resevents.working-lunch.skipped-npc	Bu çapta bir konukla etkinlikler her gün gerçekleşemez. Birkaç hafta sonra bana sor, görelim.
resevents.working-lunch.denied-npc	Sen? BENİM öğle yemeklerimden birinde mi? Şimdi bu komik.
resevents.working-lunch.waiting-you	Öğle yemeğin ne zaman yine? Takım elbisemin temiz olduğundan emin olmalıyım.
resevents.working-lunch.waiting-npc	En iyi takım elbisen yapsan iyi olur. {date}.
resevents.working-lunch.active-you	İyi günler. Ünlü öğle yemeğini duydum.
resevents.working-lunch.active-npc2	Tam zamanında. Gel sana koltuğunu göstereyim.
resevents.working-lunch.active-you2	Şimdi bu bir yayıldı!\n<indent=15><i>Öğle yemeğine oturun.</i></indent>
resevents.working-lunch.active-npc3	<i>Bu öğleden sonra gerçekten eğitici bir deneyimdi. Herkes gün ışığına çıkmadan önce {name} sorar:</i>\n{eventresult}
resresults.intro.eventresult.m	Fırsat buldukça yerel işadamlarıyla bağlantı kurmayı seviyorum. {othername} ile henüz tanışmadınız mı? İkinizi tanıştırmaktan mutluluk duyarım.
resresults.intro.eventresult.f	Fırsat buldukça ilginç insanlarla bağlantı kurmayı severim. {othername} ile henüz tanışmadınız mı? İkinizi tanıştırmaktan mutluluk duyarım.
resresults.intro.you-yes	Elbette, kulağa ilginç geliyor.\n<indent=15><i>({name}'nin sizi yeni biriyle tanıştırmasına izin verin.)</i></indent>
resresults.intro.npc-yes	Tamamlandı. Umarım karlı bir bağlantı olur.
resresults.intro.you-no	Hayır teşekkürler.
resresults.intro.npc-no	Sorun değil, sırtımda deri yok. 
resresults.relbuff-enemy.eventresult.m	{othername} ile aranızın iyi olmadığını duydum. Biliyorum beni ilgilendirmez ama onunla aramı düzeltmeye yardım edebilir miyim?
resresults.relbuff-enemy.eventresult.f	{othername} ile aranızın iyi olmadığını duydum. Biliyorum beni ilgilendirmez ama onunla aramı düzeltmeye yardım edebilir miyim?
resresults.relbuff-enemy.you-yes	Bu çok iyi olurdu.\n<indent=15><i>({name}'nin {othername} ile olan ilişkinizi geliştirmesine izin verin. Mevcut seviye: {rel} puan.)</i></indent>
resresults.relbuff-enemy.npc-yes	Ondan bahsetme. Arkadaşlarım mutlu olduğunda ben de mutluyum.
resresults.relbuff-enemy.you-no	Sorun değil. 
resresults.relbuff-enemy.npc-no	Sorun değil, sadece yardım etmek istedim.
resresults.business-intro.eventresult.m	{othername} ile henüz tanışmadınız mı? Sanırım büyük şehirde, sadece gece geçen gemilerdiniz. Ama bence birlikte iş yapabilirsiniz.
resresults.business-intro.eventresult.f	{othername} ile henüz tanışmadınız mı? Sanırım büyük şehirde, sadece gece geçen gemilerdiniz. Ama bence birlikte iş yapabilirsiniz.
resresults.business-intro.you-yes	Daima yeni ortaklar arıyor.\n<indent=15><i>({name}'nin sizi yeni biriyle tanıştırmasına izin verin.)</i></indent>
resresults.business-intro.npc-yes	Tamamlandı. Kısa sürede başarılı düzenlemelere sahip olacağınızdan eminim.
resresults.business-intro.you-no	Şu anda ortak çevremi sıkı tutmak istiyorum, bu yüzden hayır teşekkür ederim.
resresults.business-intro.npc-no	Not alınmış. Peki, o zaman ne olabileceğine bakalım.
resresults.dinner-permits.eventresult.m	Akşam yemeğinde bazı şehir izinleri aradığınızı ancak daha az bürokratik yaygara aradığınızdan bahsettiniz mi? {othername}'nin Belediye Binası'nda arkadaşları var. Ve bana borçlular. O halde senin için ayarlamama izin ver.
resresults.dinner-permits.eventresult.f	Akşam yemeğinde bazı şehir izinleri aradığınızı ancak daha az bürokratik yaygara aradığınızdan bahsettiniz mi? {othername}'nin Belediye Binası'nda arkadaşları var. Ve bana borçlular. O halde senin için ayarlamama izin ver.
resresults.dinner-permits.you-yes	Doğru. Bunu yapabilirseniz çok seviniriz.\n<indent=15><i>({name}'nin sizi yeni biriyle tanıştırmasına ve bazı yararlı belgeler almasına izin verin.)</i></indent>
resresults.dinner-permits.npc-yes	Oldu bil.
resresults.dinner-permits.you-no	Bunu başka bir şekilde halledeceğim. Sanırım bana bir şeyler alması için bir kalem iticiyi nasıl bulacağımı biliyorum.
resresults.dinner-permits.npc-no	Tamam. Kendi yönteminle yap dostum.
resresults.visible-gain.eventresult.m	Akşam yemeğinde ev yapımı içki işletmeleriniz hakkında büyüleyici bir konuşma olarak. Basit bir içki için bu günlerde gitmemiz gereken uzunluklar! Aslında, {othername}'nin şehirdeki içki talebiyle ilgili bilginizi artırmanıza yardımcı olabileceğine dair sağlam bir bilgiye sahibim. O lezzetli küçük bilgi lokmasını önemsedin mi?
resresults.visible-gain.eventresult.f	Akşam yemeğinde ev yapımı içki işletmeleriniz hakkında büyüleyici bir konuşma olarak. Basit bir içki için bu günlerde gitmemiz gereken uzunluklar! Aslında, {othername}'nin şehirdeki içki talebiyle ilgili bilginizi artırmanıza yardımcı olabileceğine dair sağlam bir bilgiye sahibim. O lezzetli küçük bilgi lokmasını önemsedin mi?
resresults.visible-gain.you-yes	Kesinlikle - her zaman yeni ufuklar arıyor.\n<indent=15><i>({name}'nin sizi yeni biriyle tanıştırmasına ve yeni bir içki türü hakkında bilgi edinmesine izin verin.)</i></indent>
resresults.visible-gain.npc-yes	O zaman öyle olacak!
resresults.visible-gain.you-no	Teşekkürler, ama zaten bildiğim şeylerle ellerimi doldurdum.
resresults.visible-gain.npc-no	Evet, o zaman size işlerin nasıl yürütüleceğini söylemeyeceğiz.
resresults.relbuff-other.eventresult.m	{othername} biliyorsun, değil mi? Bence sen ve o yetişmekten hoşlanırsınız. Onu aramama izin ver!
resresults.relbuff-other.eventresult.f	{othername} biliyorsun, değil mi? Bence sen ve o yetişmekten hoşlanırsınız. Onu aramama izin ver!
resresults.relbuff-other.you-yes	Ah evet, sohbet etmeyeli epey oldu. Teşekkürler.\n<indent=15><i>({name}'nin {othername} ile olan ilişkinizi geliştirmesine izin verin. Mevcut seviye: {rel} puan.)</i></indent>
resresults.relbuff-other.npc-yes	Ondan bahsetme. Arkadaşlarım mutlu olduğunda ben de mutluyum.
resresults.relbuff-other.you-no	Sorun değil. 
resresults.relbuff-other.npc-no	Sorun değil, sadece yardım etmek istedim.
		;; smuggling quests
resresults.quest-homebooze.eventresult	Partiler veren bir arkadaşım var. Tam olarak kuru partiler değil. Arkadaşım her zaman müşterilerin çok fazla ev yapımı içki sipariş etmesini sağlar. Daha sonra, kalanlar oldukça iyi bir indirim için kullanılabilir. İçeri girmek istersen seni tanıştırabilirim.
resresults.quest-homebooze.you-yes	Elbette. Fazladan nakitim ve bir sürü susamış müşterim var. Nerede, ne zaman ve ne kadar olduğunu bana bildirin.\n<indent=15><i>(Yeni bir görevi kabul edin.)</i></indent>
resresults.quest-homebooze.npc-yes	Harika. Bu, kolay kolay kaçırabileceğim bir fırsat değil, o yüzden arkadaşlarımın yanında beni aptal durumuna düşürme.
resresults.quest-homebooze.you-no	Teşekkürler, ama nakit durumu şu anda pek iyi değil, o yüzden geçmek zorundayım.
resresults.quest-homebooze.npc-no	Anladım. Belki gelecek sefere.
resultquest.quest-homebooze.name	Parti Fazlası
resultquest.quest-homebooze.desc	Etkinlik sonrası ucuz ev yapımı içki almak için biraz para alın.
resultquest.quest-homebooze.beforechoice	Birkaç çeşit ev yapımı içkim kaldı. Sana ilk seçimi vereceğim. Bana ne istediğini söyle, ben de adamlarımın teslim etmesini sağlayayım.
resultquest.quest-homebooze.c1	Ben kırmızı şarabı alayım.
resultquest.quest-homebooze.c2	Sert elma şarabı lütfen!
resultquest.quest-homebooze.c3	Ev yapımı bira harika olurdu.
resultquest.quest-homebooze.c4	O ay ışığını kaçıramam.
resultquest.quest-homebooze.c5	Applejack bu alanın talep ettiği şey, o yüzden bunu alacağım.
resultquest.quest-homebooze.c6	Meyve şarabı bu bölgenin talep ettiği şey, o yüzden onu alacağım.
quest.quest-homebooze.afterchoice	Siz farkına varmadan teslim edilecek.
resresults.smuggling-homemade-booze.eventresult	Şehirden birkaç gösterişli kır oteli ve hanına teslimat yapan bir kuzenim var. Biraz içki sağlayıp sağlayamayacağımızı sessizce sordular. Maaşına ek olarak, kuzenim genellikle başka yararlı eşyalarla geri gelir. Ilgilenen?
resresults.smuggling-level-two-booze.eventresult	Eyaletin bazı küçük kasabalarında arkadaşlarımız var. Görünüşe göre onlar da bizim büyük şehirde olduğumuz kadar susamışlar. Ancak içki almak için fazla seçenek veya fırsat olmadan, onlardan çok daha fazla ücret alabiliriz. Orada düzenli koşular yapıyoruz ve yolda aldığımız nakit para ve diğer şeylerle geri dönüyoruz. Bir sonraki koşumuzda yer almak ister misin?
resresults.smuggling-quest.you-yes	Kesinlikle. Bu, herkesin biraz para kazanması için harika bir fırsat gibi görünüyor.\n<indent=15><i>(Yeni bir görevi kabul edin.)</i></indent>
resresults.smuggling-quest.npc-yes	Kabul etmene sevindim. Sadece kuzenimin bir sonraki seyahati için malları hazırlayın. Bu anlaşmanın sorunsuz yürümesi için hepimiz sana güveniyoruz.
resresults.smuggling-quest.you-no	Üzgünüm arkadaşım. Şu anda bütün içkim konuşuluyor. Belki gelecek sefere.
resresults.smuggling-quest.npc-no	Elbette. Ancak bu fırsatları aklınızda bulundurun ve belki de biraz stok ayırın. Bunlar karlı anlaşmalar.
resultquest.brick-wine-smuggling.name	Şehir Dışı Kamyonlar: Kırmızı Şarap
resultquest.brick-wine-smuggling.desc	Teslimat kamyonuna ulaşması için teslim edilen kırmızı şarap miktarını kabul edin.
resultquest.cider-smuggling.name	Şehir Dışı Kamyonlar: Sert Elma Şarabı
resultquest.cider-smuggling.desc	Teslimat kamyonuna ulaşması için teslim edilen elma şarabı miktarını kabul edin.
resultquest.home-brew-smuggling.name	Şehir Dışı Kamyonlar: Ev Yapımı Bira
resultquest.home-brew-smuggling.desc	Teslimat kamyonuna ulaşması için teslim edilen ev yapımı bira miktarı üzerinde anlaşmaya varın.
resultquest.moonshine-smuggling.name	Şehir Dışı Kamyonlar: Kaçak içki
resultquest.moonshine-smuggling.desc	Teslimat kamyonuna ulaşması için teslim edilen kaçak içki miktarını kabul edin.
resultquest.sparkling-cider-smuggling.name	Şehir Dışı Kamyonlar: Köpüklü Elma Şarabı
resultquest.sparkling-cider-smuggling.desc	Teslimat kamyonuna ulaşması için teslim edilen köpüklü elma şarabı miktarını kabul edin.
resultquest.fake-wine-smuggling.name	Şehir Dışı Kamyonlar: Sahte Şarap
resultquest.fake-wine-smuggling.desc	Teslim edilen sahte şarap miktarı üzerinde anlaşmaya vararak teslimat kamyonuna ulaşmasını sağlayın.
resultquest.fake-beer-smuggling.name	Şehir Dışı Kamyonlar: Sahte Bira
resultquest.fake-beer-smuggling.desc	Teslim edilen sahte bira miktarı üzerinde anlaşmaya vararak teslimat kamyonuna ulaşmasını sağlayın.
