Code journal;Date;N° Pièce;Désignation;Montant Net;Montant Brut;Compte;Compte;Taxe;Expiration
VE;18012025;F25-00776;Facture ECO MARKET ZARA;0;4293.34;411ECO39;4110000;;05022025
VE;18012025;F25-00776;Facture ECO MARKET ZARA;4069.52;0;;7070000;;05022025
VE;18012025;F25-00776;Facture ECO MARKET ZARA;223.82;0;;4457151;;05022025
VE;18012025;F25-00777;Facture DISTRI IV (EUROMARKET);0;4119.1;411DISTRIIV25;4110000;;05022025
VE;18012025;F25-00777;Facture DISTRI IV (EUROMARKET);3904.36;0;;7070000;;05022025
VE;18012025;F25-00777;Facture DISTRI IV (EUROMARKET);214.74;0;;4457151;;05022025
VE;18012025;F25-00778;Facture MGE;0;1066.32;411MGE68;4110000;;08022025
VE;18012025;F25-00778;Facture MGE;934.9;0;;7070000;;08022025
VE;18012025;F25-00778;Facture MGE;80;0;;7087000;;08022025
VE;18012025;F25-00778;Facture MGE;51.42;0;;4457151;;08022025
VE;18012025;F25-00779;Facture TOKYO 888;0;704.63;411TOKYO88;4110000;;05022025
VE;18012025;F25-00779;Facture TOKYO 888;667.9;0;;7070000;;05022025
VE;18012025;F25-00779;Facture TOKYO 888;36.73;0;;4457151;;05022025
VE;18012025;F25-00780;Facture BOUCHERIE ROYALE;0;2969.18;411BOUROY25;4110000;;05022025
VE;18012025;F25-00780;Facture BOUCHERIE ROYALE;2814.39;0;;7070000;;05022025
VE;18012025;F25-00780;Facture BOUCHERIE ROYALE;154.79;0;;4457151;;05022025
VE;18012025;F25-00781;Facture AMINA MARKT GMBH;0;1239;411AMINADE;4110000;;18012025
VE;18012025;F25-00781;Facture AMINA MARKT GMBH;1239;0;;7079120;;18012025
VE;18012025;F25-00782;Facture ESSALAM JOEUF CM sarl;0;3578.03;411JOEUF54;4110000;;05022025
VE;18012025;F25-00782;Facture ESSALAM JOEUF CM sarl;3391.5;0;;7070000;;05022025
VE;18012025;F25-00782;Facture ESSALAM JOEUF CM sarl;186.53;0;;4457151;;05022025
VE;18012025;F25-00783;Facture RESTAURANT ARABESQUE;0;338;411ARABESQUE;4110000;;05022025
VE;18012025;F25-00783;Facture RESTAURANT ARABESQUE;338;0;;7079120;;05022025
VE;18012025;F25-00784;Facture EXO - EST;0;4092.35;411EXOEST;4110000;;05022025
VE;18012025;F25-00784;Facture EXO - EST;3879;0;;7070000;;05022025
VE;18012025;F25-00784;Facture EXO - EST;213.35;0;;4457151;;05022025
VE;18012025;F25-00785;Facture MEDIA MARKET;0;1453.1;411MEDIA68;4110000;;31012025
VE;18012025;F25-00785;Facture MEDIA MARKET;1377.35;0;;7070000;;31012025
VE;18012025;F25-00785;Facture MEDIA MARKET;75.75;0;;4457151;;31012025
VE;18012025;F25-00786;Facture LA BELLE VIE;0;314.6;411LABELLEVIE;4110000;;05022025
VE;18012025;F25-00786;Facture LA BELLE VIE;298.2;0;;7070000;;05022025
VE;18012025;F25-00786;Facture LA BELLE VIE;16.4;0;;4457151;;05022025
VE;18012025;F25-00787;Facture MUTEVELLI MARCHE SARL (KOENIGSHOFFEN);0;1551.56;411MUTEKO2;4110000;;15022025
VE;18012025;F25-00787;Facture MUTEVELLI MARCHE SARL (KOENIGSHOFFEN);1470.67;0;;7070000;;15022025
VE;18012025;F25-00787;Facture MUTEVELLI MARCHE SARL (KOENIGSHOFFEN);80.89;0;;4457151;;15022025
VE;18012025;F25-00788;Facture MUTEVELLI MARCHE DE STRASBOURG SARL;0;29290.38;4110011492;4110000;;15022025
VE;18012025;F25-00788;Facture MUTEVELLI MARCHE DE STRASBOURG SARL;27763.39;0;;7070000;;15022025
VE;18012025;F25-00788;Facture MUTEVELLI MARCHE DE STRASBOURG SARL;1526.99;0;;4457151;;15022025
VE;18012025;F25-00789;Facture MUTEVELLI SUREKCI;0;12459.03;411SUREKCI2;4110000;;15022025
VE;18012025;F25-00789;Facture MUTEVELLI SUREKCI;11809.51;0;;7070000;;15022025
VE;18012025;F25-00789;Facture MUTEVELLI SUREKCI;649.52;0;;4457151;;15022025
VE;18012025;F25-00790;Facture MS BOUCHERIE;0;3760.35;411MSBOUCH;4110000;;05022025
VE;18012025;F25-00790;Facture MS BOUCHERIE;3564.31;0;;7070000;;05022025
VE;18012025;F25-00790;Facture MS BOUCHERIE;196.04;0;;4457151;;05022025
VE;18012025;F25-00791;Facture YDDY SARL;0;9143.91;411YDDY;4110000;;05022025
VE;18012025;F25-00791;Facture YDDY SARL;8667.21;0;;7070000;;05022025
VE;18012025;F25-00791;Facture YDDY SARL;476.7;0;;4457151;;05022025
VE;18012025;F25-00792;Facture OSAKA STREET FOOD;0;387.4;411001809;4110000;;02022025
VE;18012025;F25-00792;Facture OSAKA STREET FOOD;367.2;0;;7070000;;02022025
VE;18012025;F25-00792;Facture OSAKA STREET FOOD;20.2;0;;4457151;;02022025
VE;18012025;F25-00793;Facture PROMO MARCHE;0;5874.2;411002082;4110000;;05022025
VE;18012025;F25-00793;Facture PROMO MARCHE;5567.96;0;;7070000;;05022025
VE;18012025;F25-00793;Facture PROMO MARCHE;306.24;0;;4457151;;05022025
VE;18012025;F25-00794;Facture MILUCY;0;173.55;411001811;4110000;;05022025
VE;18012025;F25-00794;Facture MILUCY;164.5;0;;7070000;;05022025
VE;18012025;F25-00794;Facture MILUCY;9.05;0;;4457151;;05022025
VE;18012025;F25-00795;Facture DJANET;0;910.25;411001821;4110000;;28012025
VE;18012025;F25-00795;Facture DJANET;862.8;0;;7070000;;28012025
VE;18012025;F25-00795;Facture DJANET;47.45;0;;4457151;;28012025
VE;18012025;F25-00796;Facture AK MARCHE (AKYOL);0;9210.54;411001901;4110000;;05022025
VE;18012025;F25-00796;Facture AK MARCHE (AKYOL);8730.37;0;;7070000;;05022025
VE;18012025;F25-00796;Facture AK MARCHE (AKYOL);480.17;0;;4457151;;05022025
VE;18012025;F25-00797;Facture BOUCHERIE CHARCUTERIE GUELMA;0;6481.15;411001837;4110000;;28042025
VE;18012025;F25-00797;Facture BOUCHERIE CHARCUTERIE GUELMA;6143.27;0;;7070000;;28042025
VE;18012025;F25-00797;Facture BOUCHERIE CHARCUTERIE GUELMA;337.88;0;;4457151;;28042025
VE;18012025;F25-00798;Facture QUALITE PERSPECTIVE;0;1339.45;411001838;4110000;;08022025
VE;18012025;F25-00798;Facture QUALITE PERSPECTIVE;1269.62;0;;7070000;;08022025
VE;18012025;F25-00798;Facture QUALITE PERSPECTIVE;69.83;0;;4457151;;08022025
VE;18012025;F25-00799;Facture INAL SUPERMARCHE;0;3100.5;411001839;4110000;;05022025
VE;18012025;F25-00799;Facture INAL SUPERMARCHE;2938.86;0;;7070000;;05022025
VE;18012025;F25-00799;Facture INAL SUPERMARCHE;161.64;0;;4457151;;05022025
VE;18012025;F25-00800;Facture SUPERETTE DU CENTRE;0;1122.64;411001843;4110000;;05022025
VE;18012025;F25-00800;Facture SUPERETTE DU CENTRE;1064.11;0;;7070000;;05022025
VE;18012025;F25-00800;Facture SUPERETTE DU CENTRE;58.53;0;;4457151;;05022025
VE;18012025;F25-00801;Facture KD TADIM;0;4021.62;411001846;4110000;;05022025
VE;18012025;F25-00801;Facture KD TADIM;3811.96;0;;7070000;;05022025
VE;18012025;F25-00801;Facture KD TADIM;209.66;0;;4457151;;05022025
VE;18012025;F25-00802;Facture TAPANCI MUHAMMET;0;456.55;411001850;4110000;;05022025
VE;18012025;F25-00802;Facture TAPANCI MUHAMMET;432.75;0;;7070000;;05022025
VE;18012025;F25-00802;Facture TAPANCI MUHAMMET;23.8;0;;4457151;;05022025
VE;18012025;F25-00803;Facture BOUCHERIE CHEZ MOUSS;0;2404.68;411001858;4110000;;05022025
VE;18012025;F25-00803;Facture BOUCHERIE CHEZ MOUSS;2279.32;0;;7070000;;05022025
VE;18012025;F25-00803;Facture BOUCHERIE CHEZ MOUSS;125.36;0;;4457151;;05022025
VE;18012025;F25-00804;Facture BIENVENUE HALAL SAS YERROU;0;4946.44;411001861;4110000;;05022025
VE;18012025;F25-00804;Facture BIENVENUE HALAL SAS YERROU;4688.57;0;;7070000;;05022025
VE;18012025;F25-00804;Facture BIENVENUE HALAL SAS YERROU;257.87;0;;4457151;;05022025
VE;18012025;F25-00805;Facture EURA FRISCHEMARK DURAN RASAD;0;1642.15;411001863;4110000;;18012025
VE;18012025;F25-00805;Facture EURA FRISCHEMARK DURAN RASAD;1642.15;0;;7079120;;18012025
VE;18012025;F25-00806;Facture BOUCHERIE HVIANDE;0;1926.78;411001864;4110000;;28012025
VE;18012025;F25-00806;Facture BOUCHERIE HVIANDE;1826.33;0;;7070000;;28012025
VE;18012025;F25-00806;Facture BOUCHERIE HVIANDE;100.45;0;;4457151;;28012025
VE;18012025;F25-00807;Facture HAYAT MARKET;0;274.5;411001873;4110000;;05022025
VE;18012025;F25-00807;Facture HAYAT MARKET;274.5;0;;7070000;;05022025
VE;18012025;F25-00808;Facture DO Le's Kitchen Restaurant;0;141;411001882;4110000;;05022025
VE;18012025;F25-00808;Facture DO Le's Kitchen Restaurant;141;0;;7079120;;05022025
VE;18012025;F25-00809;Facture BOUCHERIE ORIENTALE;0;647.06;411001891;4110000;;18012025
VE;18012025;F25-00809;Facture BOUCHERIE ORIENTALE;613.33;0;;7070000;;18012025
VE;18012025;F25-00809;Facture BOUCHERIE ORIENTALE;33.73;0;;4457151;;18012025
VE;18012025;F25-00810;Facture HAYA MARKET;0;807.6;411002092;4110000;;18012025
VE;18012025;F25-00810;Facture HAYA MARKET;765.5;0;;7070000;;18012025
VE;18012025;F25-00810;Facture HAYA MARKET;42.1;0;;4457151;;18012025
VE;18012025;F25-00811;Facture SEBIL MARKET strasbourg;0;4158.38;411005022;4110000;;08022025
VE;18012025;F25-00811;Facture SEBIL MARKET strasbourg;3941.59;0;;7070000;;08022025
VE;18012025;F25-00811;Facture SEBIL MARKET strasbourg;216.79;0;;4457151;;08022025
VE;18012025;F25-00812;Facture M&M BOUCHERIE-CHARCUTERIE;0;2379.71;411005028;4110000;;08022025
VE;18012025;F25-00812;Facture M&M BOUCHERIE-CHARCUTERIE;2255.65;0;;7070000;;08022025
VE;18012025;F25-00812;Facture M&M BOUCHERIE-CHARCUTERIE;124.06;0;;4457151;;08022025
VE;18012025;F25-00813;Facture ESPRIT FRAIS COLMAR;0;1240.91;411005030;4110000;;28042025
VE;18012025;F25-00813;Facture ESPRIT FRAIS COLMAR;1176.22;0;;7070000;;28042025
VE;18012025;F25-00813;Facture ESPRIT FRAIS COLMAR;64.69;0;;4457151;;28042025
VE;18012025;F25-00814;Facture ABM MARKETING 2;0;2135.83;411005033;4110000;;08022025
VE;18012025;F25-00814;Facture ABM MARKETING 2;2024.48;0;;7070000;;08022025
VE;18012025;F25-00814;Facture ABM MARKETING 2;111.35;0;;4457151;;08022025
VE;18012025;F25-00815;Facture IKRA MARKET MONDIAL FRUIT;0;3480.29;411005037;4110000;;08022025
VE;18012025;F25-00815;Facture IKRA MARKET MONDIAL FRUIT;3298.85;0;;7070000;;08022025
VE;18012025;F25-00815;Facture IKRA MARKET MONDIAL FRUIT;181.44;0;;4457151;;08022025
VE;18012025;F25-00816;Facture LA ROSACE 70;0;2401.12;411005039;4110000;;08022025
VE;18012025;F25-00816;Facture LA ROSACE 70;2275.94;0;;7070000;;08022025
VE;18012025;F25-00816;Facture LA ROSACE 70;125.18;0;;4457151;;08022025
VE;18012025;F25-00817;Facture SASU DELICE;0;2404.12;411005041;4110000;;02022025
VE;18012025;F25-00817;Facture SASU DELICE;2278.79;0;;7070000;;02022025
VE;18012025;F25-00817;Facture SASU DELICE;125.33;0;;4457151;;02022025
VE;18012025;F25-00818;Facture MEKHOUKH;0;2749.7;411005051;4110000;;25012025
VE;18012025;F25-00818;Facture MEKHOUKH;2606.35;0;;7070000;;25012025
VE;18012025;F25-00818;Facture MEKHOUKH;143.35;0;;4457151;;25012025
VE;18012025;F25-00819;Facture BOUCHERIE DU QUARTIER;0;1227.84;411005053;4110000;;18012025
VE;18012025;F25-00819;Facture BOUCHERIE DU QUARTIER;1163.83;0;;7070000;;18012025
VE;18012025;F25-00819;Facture BOUCHERIE DU QUARTIER;64.01;0;;4457151;;18012025
VE;18012025;F25-00820;Facture ROTILUX SARL;0;665.9;411005055;4110000;;08022025
VE;18012025;F25-00820;Facture ROTILUX SARL;665.9;0;;7079120;;08022025
VE;18012025;F25-00821;Facture CHICKEN FOOD COMPANY;0;1233.03;411005057;4110000;;30012025
VE;18012025;F25-00821;Facture CHICKEN FOOD COMPANY;1168.75;0;;7070000;;30012025
VE;18012025;F25-00821;Facture CHICKEN FOOD COMPANY;64.28;0;;4457151;;30012025
VE;18012025;F25-00822;Facture BOUCHERIE COTE DES ROSES;0;1783.36;411005059;4110000;;28012025
VE;18012025;F25-00822;Facture BOUCHERIE COTE DES ROSES;1690.39;0;;7070000;;28012025
VE;18012025;F25-00822;Facture BOUCHERIE COTE DES ROSES;92.97;0;;4457151;;28012025
VE;18012025;F25-00823;Facture ECO PLUS;0;1007.53;411005060;4110000;;25012025
VE;18012025;F25-00823;Facture ECO PLUS;955;0;;7070000;;25012025
VE;18012025;F25-00823;Facture ECO PLUS;52.53;0;;4457151;;25012025
VE;18012025;F25-00824;Facture HUDO DISTRIBUTION SARL;0;1053.95;411005061;4110000;;25012025
VE;18012025;F25-00824;Facture HUDO DISTRIBUTION SARL;999;0;;7070000;;25012025
VE;18012025;F25-00824;Facture HUDO DISTRIBUTION SARL;54.95;0;;4457151;;25012025
VE;18012025;F25-00825;Facture BOUCHERIE BLEDI;0;2252.97;411005062;4110000;;18012025
VE;18012025;F25-00825;Facture BOUCHERIE BLEDI;2135.52;0;;7070000;;18012025
VE;18012025;F25-00825;Facture BOUCHERIE BLEDI;117.45;0;;4457151;;18012025
VE;18012025;F25-00826;Facture LE MAG;0;2284.77;411005066;4110000;;08022025
VE;18012025;F25-00826;Facture LE MAG;2165.66;0;;7070000;;08022025
VE;18012025;F25-00826;Facture LE MAG;119.11;0;;4457151;;08022025
VE;18012025;F25-00827;Facture BOUCHERIE DU MARCHE;0;2970.15;411005068;4110000;;28012025
VE;18012025;F25-00827;Facture BOUCHERIE DU MARCHE;2815.31;0;;7070000;;28012025
VE;18012025;F25-00827;Facture BOUCHERIE DU MARCHE;154.84;0;;4457151;;28012025
VE;18012025;F25-00828;Facture SAS ROCH;0;1040.89;411005074;4110000;;28012025
VE;18012025;F25-00828;Facture SAS ROCH;986.63;0;;7070000;;28012025
VE;18012025;F25-00828;Facture SAS ROCH;54.26;0;;4457151;;28012025
VE;18012025;F25-00829;Facture MIRABELLE 2;0;2343.84;411005076;4110000;;08022025
VE;18012025;F25-00829;Facture MIRABELLE 2;2221.65;0;;7070000;;08022025
VE;18012025;F25-00829;Facture MIRABELLE 2;122.19;0;;4457151;;08022025
VE;18012025;F25-00830;Facture LES FRERES BOUCHERS;0;1292.65;411005082;4110000;;08022025
VE;18012025;F25-00830;Facture LES FRERES BOUCHERS;1225.26;0;;7070000;;08022025
VE;18012025;F25-00830;Facture LES FRERES BOUCHERS;67.39;0;;4457151;;08022025
VE;18012025;F25-00831;Facture BOUCHERIE HB ROYAL;0;4242;411005083;4110000;;28012025
VE;18012025;F25-00831;Facture BOUCHERIE HB ROYAL;4020.85;0;;7070000;;28012025
VE;18012025;F25-00831;Facture BOUCHERIE HB ROYAL;221.15;0;;4457151;;28012025
VE;18012025;F25-00832;Facture FRESH MARKT;0;2143.25;411005088;4110000;;08022025
VE;18012025;F25-00832;Facture FRESH MARKT;2143.25;0;;7079120;;08022025
VE;18012025;F25-00833;Facture BOUCHERIE ROYALE 25;0;2197.58;411005089;4110000;;08022025
VE;18012025;F25-00833;Facture BOUCHERIE ROYALE 25;2083.01;0;;7070000;;08022025
VE;18012025;F25-00833;Facture BOUCHERIE ROYALE 25;114.57;0;;4457151;;08022025
VE;18012025;F25-00834;Facture LINGERIE LM;0;401.83;411005090;4110000;;18012025
VE;18012025;F25-00834;Facture LINGERIE LM;380.88;0;;7070000;;18012025
VE;18012025;F25-00834;Facture LINGERIE LM;20.95;0;;4457151;;18012025
VE;18012025;F25-00835;Facture DISCOUNT BLEDI;0;5700.09;411005093;4110000;;05022025
VE;18012025;F25-00835;Facture DISCOUNT BLEDI;5402.93;0;;7070000;;05022025
VE;18012025;F25-00835;Facture DISCOUNT BLEDI;297.16;0;;4457151;;05022025
VE;18012025;F25-00836;Facture CAVDAR HAKAN MY ROTI;0;1728.09;411005094;4110000;;08022025
VE;18012025;F25-00836;Facture CAVDAR HAKAN MY ROTI;1638;0;;7070000;;08022025
VE;18012025;F25-00836;Facture CAVDAR HAKAN MY ROTI;90.09;0;;4457151;;08022025
VE;18012025;F25-00837;Facture MALACIA MARKET;0;1655.45;411005095;4110000;;18012025
VE;18012025;F25-00837;Facture MALACIA MARKET;1569.15;0;;7070000;;18012025
VE;18012025;F25-00837;Facture MALACIA MARKET;86.3;0;;4457151;;18012025
VE;18012025;F25-00838;Facture MONDIAL FRAIS;0;3070.03;411005096;4110000;;25012025
VE;18012025;F25-00838;Facture MONDIAL FRAIS;2909.98;0;;7070000;;25012025
VE;18012025;F25-00838;Facture MONDIAL FRAIS;160.05;0;;4457151;;25012025
VE;18012025;F25-00839;Facture PROMARK sas;0;4376.88;411005097;4110000;;08022025
VE;18012025;F25-00839;Facture PROMARK sas;4148.7;0;;7070000;;08022025
VE;18012025;F25-00839;Facture PROMARK sas;228.18;0;;4457151;;08022025
VE;18012025;F25-00840;Facture PRO VIA II;0;4413.33;411005100;4110000;;18012025
VE;18012025;F25-00840;Facture PRO VIA II;4183.25;0;;7070000;;18012025
VE;18012025;F25-00840;Facture PRO VIA II;230.08;0;;4457151;;18012025
VE;18012025;F25-00841;Facture MY MARKET;0;4227.99;411005101;4110000;;08022025
VE;18012025;F25-00841;Facture MY MARKET;4227.99;0;;7079120;;08022025
VE;18012025;F25-00842;Facture MONDIAL POULET;0;1321.41;411005105;4110000;;18012025
VE;18012025;F25-00842;Facture MONDIAL POULET;1252.52;0;;7070000;;18012025
VE;18012025;F25-00842;Facture MONDIAL POULET;68.89;0;;4457151;;18012025
VE;18012025;F25-00843;Facture LE PUNJAB;0;610.85;411005106;4110000;;08022025
VE;18012025;F25-00843;Facture LE PUNJAB;579;0;;7070000;;08022025
VE;18012025;F25-00843;Facture LE PUNJAB;31.85;0;;4457151;;08022025
VE;18012025;F25-00844;Facture KHK;0;1418.77;411005108;4110000;;25012025
VE;18012025;F25-00844;Facture KHK;1320.92;0;;7070000;;25012025
VE;18012025;F25-00844;Facture KHK;21;0;;7071000;;25012025
VE;18012025;F25-00844;Facture KHK;72.65;0;;4457151;;25012025
VE;18012025;F25-00844;Facture KHK;4.2;0;;4457360;;25012025
VE;18012025;F25-00845;Facture JINANEFOOD;0;5902.25;411005109;4110000;;02022025
VE;18012025;F25-00845;Facture JINANEFOOD;5594.55;0;;7070000;;02022025
VE;18012025;F25-00845;Facture JINANEFOOD;307.7;0;;4457151;;02022025
VE;18012025;F25-00846;Facture LES FRERES BOUCHERS;0;1032.76;411005114;4110000;;01022025
VE;18012025;F25-00846;Facture LES FRERES BOUCHERS;978.92;0;;7070000;;01022025
VE;18012025;F25-00846;Facture LES FRERES BOUCHERS;53.84;0;;4457151;;01022025
VE;18012025;F25-00847;Facture KERNEK;0;1785.8;411005118;4110000;;18012025
VE;18012025;F25-00847;Facture KERNEK;1692.7;0;;7070000;;18012025
VE;18012025;F25-00847;Facture KERNEK;93.1;0;;4457151;;18012025
VE;18012025;F25-00848;Facture TROIS CERISES CHEZ FOUZI;0;276.24;411005124;4110000;;28042025
VE;18012025;F25-00848;Facture TROIS CERISES CHEZ FOUZI;261.84;0;;7070000;;28042025
VE;18012025;F25-00848;Facture TROIS CERISES CHEZ FOUZI;14.4;0;;4457151;;28042025
VE;18012025;F25-00849;Facture PROXI DELICES;0;2606.57;411005125;4110000;;18012025
VE;18012025;F25-00849;Facture PROXI DELICES;2470.68;0;;7070000;;18012025
VE;18012025;F25-00849;Facture PROXI DELICES;135.89;0;;4457151;;18012025
VE;18012025;F25-00850;Facture O POULET ROTI COLMAR;0;491.67;411005127;4110000;;28042025
VE;18012025;F25-00850;Facture O POULET ROTI COLMAR;466.04;0;;7070000;;28042025
VE;18012025;F25-00850;Facture O POULET ROTI COLMAR;25.63;0;;4457151;;28042025
VE;18012025;F25-00851;Facture ARICI;0;582.93;411005134;4110000;;08022025
VE;18012025;F25-00851;Facture ARICI;552.54;0;;7070000;;08022025
VE;18012025;F25-00851;Facture ARICI;30.39;0;;4457151;;08022025
VE;18012025;F25-00852;Facture SAAD SAOUD FAROUK;0;748.65;411005136;4110000;;28042025
VE;18012025;F25-00852;Facture SAAD SAOUD FAROUK;709.62;0;;7070000;;28042025
VE;18012025;F25-00852;Facture SAAD SAOUD FAROUK;39.03;0;;4457151;;28042025
VE;18012025;F25-00853;Facture AU GRILL;0;582.61;411005137;4110000;;02022025
VE;18012025;F25-00853;Facture AU GRILL;552.24;0;;7070000;;02022025
VE;18012025;F25-00853;Facture AU GRILL;30.37;0;;4457151;;02022025
VE;18012025;F25-00854;Facture TAZI INDUSTRIE;0;8357.6;411005146;4110000;;08022025
VE;18012025;F25-00854;Facture TAZI INDUSTRIE;7921.9;0;;7070000;;08022025
VE;18012025;F25-00854;Facture TAZI INDUSTRIE;435.7;0;;4457151;;08022025
VE;18012025;F25-00855;Facture LEA  FOOD;0;1022.39;411005148;4110000;;25012025
VE;18012025;F25-00855;Facture LEA  FOOD;945.2;0;;7070000;;25012025
VE;18012025;F25-00855;Facture LEA  FOOD;21;0;;7071000;;25012025
VE;18012025;F25-00855;Facture LEA  FOOD;51.99;0;;4457151;;25012025
VE;18012025;F25-00855;Facture LEA  FOOD;4.2;0;;4457360;;25012025
VE;18012025;F25-00856;Facture BOUCHERIE TODRA;0;1892.91;411005155;4110000;;25012025
VE;18012025;F25-00856;Facture BOUCHERIE TODRA;1794.23;0;;7070000;;25012025
VE;18012025;F25-00856;Facture BOUCHERIE TODRA;98.68;0;;4457151;;25012025
VE;18012025;F25-00857;Facture EMBALLAGE 25;0;292.76;411005156;4110000;;18012025
VE;18012025;F25-00857;Facture EMBALLAGE 25;277.5;0;;7070000;;18012025
VE;18012025;F25-00857;Facture EMBALLAGE 25;15.26;0;;4457151;;18012025
VE;18012025;F25-00858;Facture LA MAISON AL BADIYA - SUMA;0;2741.95;411005160;4110000;;25012025
VE;18012025;F25-00858;Facture LA MAISON AL BADIYA - SUMA;2599;0;;7070000;;25012025
VE;18012025;F25-00858;Facture LA MAISON AL BADIYA - SUMA;142.95;0;;4457151;;25012025
VE;18012025;F25-00859;Facture BOUCHERIE DU TERROIR;0;356.23;411005162;4110000;;25012025
VE;18012025;F25-00859;Facture BOUCHERIE DU TERROIR;337.66;0;;7070000;;25012025
VE;18012025;F25-00859;Facture BOUCHERIE DU TERROIR;18.57;0;;4457151;;25012025
VE;18012025;F25-00860;Facture O'MARKET;0;1080.69;411005165;4110000;;28042025
VE;18012025;F25-00860;Facture O'MARKET;1024.35;0;;7070000;;28042025
VE;18012025;F25-00860;Facture O'MARKET;56.34;0;;4457151;;28042025
VE;18012025;F25-00861;Facture MILANO MARKET;0;805.7;411005171;4110000;;28042025
VE;18012025;F25-00861;Facture MILANO MARKET;763.7;0;;7070000;;28042025
VE;18012025;F25-00861;Facture MILANO MARKET;42;0;;4457151;;28042025
VE;18012025;F25-00862;Facture TAZA SUPERMARCHE;0;172.39;411005172;4110000;;08022025
VE;18012025;F25-00862;Facture TAZA SUPERMARCHE;163.4;0;;7070000;;08022025
VE;18012025;F25-00862;Facture TAZA SUPERMARCHE;8.99;0;;4457151;;08022025
VE;18012025;F25-00863;Facture BOUCHERIE CINAR;0;7948.49;411005173;4110000;;08022025
VE;18012025;F25-00863;Facture BOUCHERIE CINAR;7534.11;0;;7070000;;08022025
VE;18012025;F25-00863;Facture BOUCHERIE CINAR;414.38;0;;4457151;;08022025
VE;18012025;F25-00864;Facture BEKA LUNEVILLE;0;7327.18;411005175;4110000;;05022025
VE;18012025;F25-00864;Facture BEKA LUNEVILLE;6945.19;0;;7070000;;05022025
VE;18012025;F25-00864;Facture BEKA LUNEVILLE;381.99;0;;4457151;;05022025
VE;18012025;F25-00865;Facture HR SUPEREXOTIQUE SARL;0;2460.47;411005179;4110000;;01022025
VE;18012025;F25-00865;Facture HR SUPEREXOTIQUE SARL;2332.2;0;;7070000;;01022025
VE;18012025;F25-00865;Facture HR SUPEREXOTIQUE SARL;128.27;0;;4457151;;01022025
VE;18012025;F25-00866;Facture YUDUM;0;1158.39;411005180;4110000;;08022025
VE;18012025;F25-00866;Facture YUDUM;1098;0;;7070000;;08022025
VE;18012025;F25-00866;Facture YUDUM;60.39;0;;4457151;;08022025
VE;18012025;F25-00867;Facture BOUCHERIE DE LA PLACE;0;267.13;411005181;4110000;;25012025
VE;18012025;F25-00867;Facture BOUCHERIE DE LA PLACE;253.2;0;;7070000;;25012025
VE;18012025;F25-00867;Facture BOUCHERIE DE LA PLACE;13.93;0;;4457151;;25012025
VE;18012025;F25-00868;Facture LE TERMINUS;0;236.21;411005183;4110000;;28042025
VE;18012025;F25-00868;Facture LE TERMINUS;223.9;0;;7070000;;28042025
VE;18012025;F25-00868;Facture LE TERMINUS;12.31;0;;4457151;;28042025
VE;18012025;F25-00869;Facture BEST FRESH MARKET;0;4213.88;411005188;4110000;;18012025
VE;18012025;F25-00869;Facture BEST FRESH MARKET;3994.2;0;;7070000;;18012025
VE;18012025;F25-00869;Facture BEST FRESH MARKET;219.68;0;;4457151;;18012025
VE;18012025;F25-00870;Facture KASVA;0;2437.16;411005189;4110000;;18012025
VE;18012025;F25-00870;Facture KASVA;2310.1;0;;7070000;;18012025
VE;18012025;F25-00870;Facture KASVA;127.06;0;;4457151;;18012025
VE;18012025;F25-00871;Facture CAB & CO;0;126.39;411005192;4110000;;08022025
VE;18012025;F25-00871;Facture CAB & CO;119.8;0;;7070000;;08022025
VE;18012025;F25-00871;Facture CAB & CO;6.59;0;;4457151;;08022025
VE;18012025;F25-00872;Facture AK BOUCHERIE;0;8543.62;411005193;4110000;;31012025
VE;18012025;F25-00872;Facture AK BOUCHERIE;8098.22;0;;7070000;;31012025
VE;18012025;F25-00872;Facture AK BOUCHERIE;445.4;0;;4457151;;31012025
VE;18012025;F25-00873;Facture EUROBOUCHERIE ILLZACH;0;155.4;411005196;4110000;;08022025
VE;18012025;F25-00873;Facture EUROBOUCHERIE ILLZACH;147.3;0;;7070000;;08022025
VE;18012025;F25-00873;Facture EUROBOUCHERIE ILLZACH;8.1;0;;4457151;;08022025
VE;18012025;F25-00874;Facture EUROBOUCHERIE WITTELSHEIM;0;184.41;411005197;4110000;;08022025
VE;18012025;F25-00874;Facture EUROBOUCHERIE WITTELSHEIM;174.8;0;;7070000;;08022025
VE;18012025;F25-00874;Facture EUROBOUCHERIE WITTELSHEIM;9.61;0;;4457151;;08022025
VE;18012025;F25-00875;Facture EUROBOUCHER BETHONCOURT;0;335.99;411005199;4110000;;08022025
VE;18012025;F25-00875;Facture EUROBOUCHER BETHONCOURT;318.47;0;;7070000;;08022025
VE;18012025;F25-00875;Facture EUROBOUCHER BETHONCOURT;17.52;0;;4457151;;08022025
VE;18012025;F25-00876;Facture HAKMAR SUPERMARCHE;0;9868.72;411005201;4110000;;23012025
VE;18012025;F25-00876;Facture HAKMAR SUPERMARCHE;9354.24;0;;7070000;;23012025
VE;18012025;F25-00876;Facture HAKMAR SUPERMARCHE;514.48;0;;4457151;;23012025
VE;18012025;F25-00877;Facture PROMO SAS DEMIR SARREBOURG;0;3929.94;411005202;4110000;;08022025
